row_index,source,dataset,filename,filepath,speaker,raw_label,emotion,augmentation,n_samples,real_frames
6546,processed,tess,YAF_sail_ps.wav,tess/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_sail_ps.wav,YAF,ps,Surprise,none,31769,199
6547,processed,tess,YAF_sail_sad.wav,tess/TESS Toronto emotional speech set data/YAF_sad/YAF_sail_sad.wav,YAF,sad,Sad,none,33510,210
6548,processed,tess,YAF_search_angry.wav,tess/TESS Toronto emotional speech set data/YAF_angry/YAF_search_angry.wav,YAF,angry,Angry,none,35328,221
6549,processed,tess,YAF_search_disgust.wav,tess/TESS Toronto emotional speech set data/YAF_disgust/YAF_search_disgust.wav,YAF,disgust,Disgust,none,41472,260
6550,processed,tess,YAF_search_fear.wav,tess/TESS Toronto emotional speech set data/YAF_fear/YAF_search_fear.wav,YAF,fear,Fear,none,29346,184
6551,processed,tess,YAF_search_happy.wav,tess/TESS Toronto emotional speech set data/YAF_happy/YAF_search_happy.wav,YAF,happy,Happy,none,28672,180
6552,processed,tess,YAF_search_neutral.wav,tess/TESS Toronto emotional speech set data/YAF_neutral/YAF_search_neutral.wav,YAF,neutral,Neutral,none,33280,209
6553,processed,tess,YAF_search_ps.wav,tess/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_search_ps.wav,YAF,ps,Surprise,none,32488,204
6554,processed,tess,YAF_search_sad.wav,tess/TESS Toronto emotional speech set data/YAF_sad/YAF_search_sad.wav,YAF,sad,Sad,none,37376,234
6555,processed,tess,YAF_seize_angry.wav,tess/TESS Toronto emotional speech set data/YAF_angry/YAF_seize_angry.wav,YAF,angry,Angry,none,34304,215
6556,processed,tess,YAF_seize_disgust.wav,tess/TESS Toronto emotional speech set data/YAF_disgust/YAF_seize_disgust.wav,YAF,disgust,Disgust,none,40960,257
6557,processed,tess,YAF_seize_fear.wav,tess/TESS Toronto emotional speech set data/YAF_fear/YAF_seize_fear.wav,YAF,fear,Fear,none,29184,183
6558,processed,tess,YAF_seize_happy.wav,tess/TESS Toronto emotional speech set data/YAF_happy/YAF_seize_happy.wav,YAF,happy,Happy,none,28672,180
6559,processed,tess,YAF_seize_neutral.wav,tess/TESS Toronto emotional speech set data/YAF_neutral/YAF_seize_neutral.wav,YAF,neutral,Neutral,none,35693,224
6560,processed,tess,YAF_seize_ps.wav,tess/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_seize_ps.wav,YAF,ps,Surprise,none,30720,193
6561,processed,tess,YAF_seize_sad.wav,tess/TESS Toronto emotional speech set data/YAF_sad/YAF_seize_sad.wav,YAF,sad,Sad,none,35840,225
6562,processed,tess,YAF_sell_angry.wav,tess/TESS Toronto emotional speech set data/YAF_angry/YAF_sell_angry.wav,YAF,angry,Angry,none,33125,208
6563,processed,tess,YAF_sell_disgust.wav,tess/TESS Toronto emotional speech set data/YAF_disgust/YAF_sell_disgust.wav,YAF,disgust,Disgust,none,38460,241
6564,processed,tess,YAF_sell_fear.wav,tess/TESS Toronto emotional speech set data/YAF_fear/YAF_sell_fear.wav,YAF,fear,Fear,none,25600,161
6565,processed,tess,YAF_sell_happy.wav,tess/TESS Toronto emotional speech set data/YAF_happy/YAF_sell_happy.wav,YAF,happy,Happy,none,26617,167
6566,processed,tess,YAF_sell_neutral.wav,tess/TESS Toronto emotional speech set data/YAF_neutral/YAF_sell_neutral.wav,YAF,neutral,Neutral,none,28274,177
6567,processed,tess,YAF_sell_ps.wav,tess/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_sell_ps.wav,YAF,ps,Surprise,none,28974,182
6568,processed,tess,YAF_sell_sad.wav,tess/TESS Toronto emotional speech set data/YAF_sad/YAF_sell_sad.wav,YAF,sad,Sad,none,34975,219
6569,processed,tess,YAF_shack_angry.wav,tess/TESS Toronto emotional speech set data/YAF_angry/YAF_shack_angry.wav,YAF,angry,Angry,none,29184,183
6570,processed,tess,YAF_shack_disgust.wav,tess/TESS Toronto emotional speech set data/YAF_disgust/YAF_shack_disgust.wav,YAF,disgust,Disgust,none,35328,221
6571,processed,tess,YAF_shack_fear.wav,tess/TESS Toronto emotional speech set data/YAF_fear/YAF_shack_fear.wav,YAF,fear,Fear,none,26624,167
6572,processed,tess,YAF_shack_happy.wav,tess/TESS Toronto emotional speech set data/YAF_happy/YAF_shack_happy.wav,YAF,happy,Happy,none,25088,157
6573,processed,tess,YAF_shack_neutral.wav,tess/TESS Toronto emotional speech set data/YAF_neutral/YAF_shack_neutral.wav,YAF,neutral,Neutral,none,34304,215
6574,processed,tess,YAF_shack_ps.wav,tess/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_shack_ps.wav,YAF,ps,Surprise,none,28672,180
6575,processed,tess,YAF_shack_sad.wav,tess/TESS Toronto emotional speech set data/YAF_sad/YAF_shack_sad.wav,YAF,sad,Sad,none,34816,218
6576,processed,tess,YAF_shall_angry.wav,tess/TESS Toronto emotional speech set data/YAF_angry/YAF_shall_angry.wav,YAF,angry,Angry,none,34440,216
6577,processed,tess,YAF_shall_disgust.wav,tess/TESS Toronto emotional speech set data/YAF_disgust/YAF_shall_disgust.wav,YAF,disgust,Disgust,none,39936,250
6578,processed,tess,YAF_shall_fear.wav,tess/TESS Toronto emotional speech set data/YAF_fear/YAF_shall_fear.wav,YAF,fear,Fear,none,26624,167
6579,processed,tess,YAF_shall_happy.wav,tess/TESS Toronto emotional speech set data/YAF_happy/YAF_shall_happy.wav,YAF,happy,Happy,none,27675,173
6580,processed,tess,YAF_shall_neutral.wav,tess/TESS Toronto emotional speech set data/YAF_neutral/YAF_shall_neutral.wav,YAF,neutral,Neutral,none,33769,212
6581,processed,tess,YAF_shall_ps.wav,tess/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_shall_ps.wav,YAF,ps,Surprise,none,25960,163
6582,processed,tess,YAF_shall_sad.wav,tess/TESS Toronto emotional speech set data/YAF_sad/YAF_shall_sad.wav,YAF,sad,Sad,none,34304,215
6583,processed,tess,YAF_shawl_angry.wav,tess/TESS Toronto emotional speech set data/YAF_angry/YAF_shawl_angry.wav,YAF,angry,Angry,none,34816,218
6584,processed,tess,YAF_shawl_disgust.wav,tess/TESS Toronto emotional speech set data/YAF_disgust/YAF_shawl_disgust.wav,YAF,disgust,Disgust,none,37376,234
6585,processed,tess,YAF_shawl_fear.wav,tess/TESS Toronto emotional speech set data/YAF_fear/YAF_shawl_fear.wav,YAF,fear,Fear,none,24576,154
6586,processed,tess,YAF_shawl_happy.wav,tess/TESS Toronto emotional speech set data/YAF_happy/YAF_shawl_happy.wav,YAF,happy,Happy,none,30982,194
6587,processed,tess,YAF_shawl_neutral.wav,tess/TESS Toronto emotional speech set data/YAF_neutral/YAF_shawl_neutral.wav,YAF,neutral,Neutral,none,35971,225
6588,processed,tess,YAF_shawl_ps.wav,tess/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_shawl_ps.wav,YAF,ps,Surprise,none,29557,185
6589,processed,tess,YAF_shawl_sad.wav,tess/TESS Toronto emotional speech set data/YAF_sad/YAF_shawl_sad.wav,YAF,sad,Sad,none,34331,215
6590,processed,tess,YAF_sheep_angry.wav,tess/TESS Toronto emotional speech set data/YAF_angry/YAF_sheep_angry.wav,YAF,angry,Angry,none,33280,209
6591,processed,tess,YAF_sheep_disgust.wav,tess/TESS Toronto emotional speech set data/YAF_disgust/YAF_sheep_disgust.wav,YAF,disgust,Disgust,none,30208,189
6592,processed,tess,YAF_sheep_fear.wav,tess/TESS Toronto emotional speech set data/YAF_fear/YAF_sheep_fear.wav,YAF,fear,Fear,none,24181,152
6593,processed,tess,YAF_sheep_happy.wav,tess/TESS Toronto emotional speech set data/YAF_happy/YAF_sheep_happy.wav,YAF,happy,Happy,none,25088,157
6594,processed,tess,YAF_sheep_neutral.wav,tess/TESS Toronto emotional speech set data/YAF_neutral/YAF_sheep_neutral.wav,YAF,neutral,Neutral,none,33280,209
6595,processed,tess,YAF_sheep_ps.wav,tess/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_sheep_ps.wav,YAF,ps,Surprise,none,30266,190
6596,processed,tess,YAF_sheep_sad.wav,tess/TESS Toronto emotional speech set data/YAF_sad/YAF_sheep_sad.wav,YAF,sad,Sad,none,36352,228
6597,processed,tess,YAF_shirt_angry.wav,tess/TESS Toronto emotional speech set data/YAF_angry/YAF_shirt_angry.wav,YAF,angry,Angry,none,33792,212
6598,processed,tess,YAF_shirt_disgust.wav,tess/TESS Toronto emotional speech set data/YAF_disgust/YAF_shirt_disgust.wav,YAF,disgust,Disgust,none,39936,250
6599,processed,tess,YAF_shirt_fear.wav,tess/TESS Toronto emotional speech set data/YAF_fear/YAF_shirt_fear.wav,YAF,fear,Fear,none,26112,164
6600,processed,tess,YAF_shirt_happy.wav,tess/TESS Toronto emotional speech set data/YAF_happy/YAF_shirt_happy.wav,YAF,happy,Happy,none,29696,186
6601,processed,tess,YAF_shirt_neutral.wav,tess/TESS Toronto emotional speech set data/YAF_neutral/YAF_shirt_neutral.wav,YAF,neutral,Neutral,none,31903,200
6602,processed,tess,YAF_shirt_ps.wav,tess/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_shirt_ps.wav,YAF,ps,Surprise,none,31931,200
6603,processed,tess,YAF_shirt_sad.wav,tess/TESS Toronto emotional speech set data/YAF_sad/YAF_shirt_sad.wav,YAF,sad,Sad,none,34816,218
6604,processed,tess,YAF_should_angry.wav,tess/TESS Toronto emotional speech set data/YAF_angry/YAF_should_angry.wav,YAF,angry,Angry,none,33792,212
6605,processed,tess,YAF_should_disgust.wav,tess/TESS Toronto emotional speech set data/YAF_disgust/YAF_should_disgust.wav,YAF,disgust,Disgust,none,39936,250
6606,processed,tess,YAF_should_fear.wav,tess/TESS Toronto emotional speech set data/YAF_fear/YAF_should_fear.wav,YAF,fear,Fear,none,26112,164
6607,processed,tess,YAF_should_happy.wav,tess/TESS Toronto emotional speech set data/YAF_happy/YAF_should_happy.wav,YAF,happy,Happy,none,27648,173
6608,processed,tess,YAF_should_neutral.wav,tess/TESS Toronto emotional speech set data/YAF_neutral/YAF_should_neutral.wav,YAF,neutral,Neutral,none,30720,193
6609,processed,tess,YAF_should_ps.wav,tess/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_should_ps.wav,YAF,ps,Surprise,none,29800,187
6610,processed,tess,YAF_should_sad.wav,tess/TESS Toronto emotional speech set data/YAF_sad/YAF_should_sad.wav,YAF,sad,Sad,none,32256,202
6611,processed,tess,YAF_shout_angry.wav,tess/TESS Toronto emotional speech set data/YAF_angry/YAF_shout_angry.wav,YAF,angry,Angry,none,32963,207
6612,processed,tess,YAF_shout_disgust.wav,tess/TESS Toronto emotional speech set data/YAF_disgust/YAF_shout_disgust.wav,YAF,disgust,Disgust,none,37376,234
6613,processed,tess,YAF_shout_fear.wav,tess/TESS Toronto emotional speech set data/YAF_fear/YAF_shout_fear.wav,YAF,fear,Fear,none,27648,173
6614,processed,tess,YAF_shout_happy.wav,tess/TESS Toronto emotional speech set data/YAF_happy/YAF_shout_happy.wav,YAF,happy,Happy,none,27648,173
6615,processed,tess,YAF_shout_neutral.wav,tess/TESS Toronto emotional speech set data/YAF_neutral/YAF_shout_neutral.wav,YAF,neutral,Neutral,none,30607,192
6616,processed,tess,YAF_shout_ps.wav,tess/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_shout_ps.wav,YAF,ps,Surprise,none,36864,231
6617,processed,tess,YAF_shout_sad.wav,tess/TESS Toronto emotional speech set data/YAF_sad/YAF_shout_sad.wav,YAF,sad,Sad,none,34304,215
6618,processed,tess,YAF_size_angry.wav,tess/TESS Toronto emotional speech set data/YAF_angry/YAF_size_angry.wav,YAF,angry,Angry,none,33792,212
6619,processed,tess,YAF_size_disgust.wav,tess/TESS Toronto emotional speech set data/YAF_disgust/YAF_size_disgust.wav,YAF,disgust,Disgust,none,38912,244
6620,processed,tess,YAF_size_fear.wav,tess/TESS Toronto emotional speech set data/YAF_fear/YAF_size_fear.wav,YAF,fear,Fear,none,20992,132
6621,processed,tess,YAF_size_happy.wav,tess/TESS Toronto emotional speech set data/YAF_happy/YAF_size_happy.wav,YAF,happy,Happy,none,26112,164
6622,processed,tess,YAF_size_neutral.wav,tess/TESS Toronto emotional speech set data/YAF_neutral/YAF_size_neutral.wav,YAF,neutral,Neutral,none,32768,205
6623,processed,tess,YAF_size_ps.wav,tess/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_size_ps.wav,YAF,ps,Surprise,none,30720,193
6624,processed,tess,YAF_size_sad.wav,tess/TESS Toronto emotional speech set data/YAF_sad/YAF_size_sad.wav,YAF,sad,Sad,none,36864,231
6625,processed,tess,YAF_soap_angry.wav,tess/TESS Toronto emotional speech set data/YAF_angry/YAF_soap_angry.wav,YAF,angry,Angry,none,34816,218
6626,processed,tess,YAF_soap_disgust.wav,tess/TESS Toronto emotional speech set data/YAF_disgust/YAF_soap_disgust.wav,YAF,disgust,Disgust,none,39424,247
6627,processed,tess,YAF_soap_fear.wav,tess/TESS Toronto emotional speech set data/YAF_fear/YAF_soap_fear.wav,YAF,fear,Fear,none,26867,168
6628,processed,tess,YAF_soap_happy.wav,tess/TESS Toronto emotional speech set data/YAF_happy/YAF_soap_happy.wav,YAF,happy,Happy,none,28672,180
6629,processed,tess,YAF_soap_neutral.wav,tess/TESS Toronto emotional speech set data/YAF_neutral/YAF_soap_neutral.wav,YAF,neutral,Neutral,none,32671,205
6630,processed,tess,YAF_soap_ps.wav,tess/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_soap_ps.wav,YAF,ps,Surprise,none,30755,193
6631,processed,tess,YAF_soap_sad.wav,tess/TESS Toronto emotional speech set data/YAF_sad/YAF_soap_sad.wav,YAF,sad,Sad,none,32810,206
6632,processed,tess,YAF_soup_angry.wav,tess/TESS Toronto emotional speech set data/YAF_angry/YAF_soup_angry.wav,YAF,angry,Angry,none,33617,211
6633,processed,tess,YAF_soup_disgust.wav,tess/TESS Toronto emotional speech set data/YAF_disgust/YAF_soup_disgust.wav,YAF,disgust,Disgust,none,37157,233
6634,processed,tess,YAF_soup_fear.wav,tess/TESS Toronto emotional speech set data/YAF_fear/YAF_soup_fear.wav,YAF,fear,Fear,none,25461,160
6635,processed,tess,YAF_soup_happy.wav,tess/TESS Toronto emotional speech set data/YAF_happy/YAF_soup_happy.wav,YAF,happy,Happy,none,24064,151
6636,processed,tess,YAF_soup_neutral.wav,tess/TESS Toronto emotional speech set data/YAF_neutral/YAF_soup_neutral.wav,YAF,neutral,Neutral,none,33280,209
6637,processed,tess,YAF_soup_ps.wav,tess/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_soup_ps.wav,YAF,ps,Surprise,none,30731,193
6638,processed,tess,YAF_soup_sad.wav,tess/TESS Toronto emotional speech set data/YAF_sad/YAF_soup_sad.wav,YAF,sad,Sad,none,34816,218
6639,processed,tess,YAF_sour_angry.wav,tess/TESS Toronto emotional speech set data/YAF_angry/YAF_sour_angry.wav,YAF,angry,Angry,none,33280,209
6640,processed,tess,YAF_sour_disgust.wav,tess/TESS Toronto emotional speech set data/YAF_disgust/YAF_sour_disgust.wav,YAF,disgust,Disgust,none,40960,257
6641,processed,tess,YAF_sour_fear.wav,tess/TESS Toronto emotional speech set data/YAF_fear/YAF_sour_fear.wav,YAF,fear,Fear,none,24064,151
6642,processed,tess,YAF_sour_happy.wav,tess/TESS Toronto emotional speech set data/YAF_happy/YAF_sour_happy.wav,YAF,happy,Happy,none,28698,180
6643,processed,tess,YAF_sour_neutral.wav,tess/TESS Toronto emotional speech set data/YAF_neutral/YAF_sour_neutral.wav,YAF,neutral,Neutral,none,31389,197
6644,processed,tess,YAF_sour_ps.wav,tess/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_sour_ps.wav,YAF,ps,Surprise,none,30010,188
6645,processed,tess,YAF_sour_sad.wav,tess/TESS Toronto emotional speech set data/YAF_sad/YAF_sour_sad.wav,YAF,sad,Sad,none,35328,221
6646,processed,tess,YAF_south_angry.wav,tess/TESS Toronto emotional speech set data/YAF_angry/YAF_south_angry.wav,YAF,angry,Angry,none,32768,205
6647,processed,tess,YAF_south_disgust.wav,tess/TESS Toronto emotional speech set data/YAF_disgust/YAF_south_disgust.wav,YAF,disgust,Disgust,none,36352,228
6648,processed,tess,YAF_south_fear.wav,tess/TESS Toronto emotional speech set data/YAF_fear/YAF_south_fear.wav,YAF,fear,Fear,none,27136,170
6649,processed,tess,YAF_south_happy.wav,tess/TESS Toronto emotional speech set data/YAF_happy/YAF_south_happy.wav,YAF,happy,Happy,none,26624,167
6650,processed,tess,YAF_south_neutral.wav,tess/TESS Toronto emotional speech set data/YAF_neutral/YAF_south_neutral.wav,YAF,neutral,Neutral,none,31232,196
6651,processed,tess,YAF_south_ps.wav,tess/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_south_ps.wav,YAF,ps,Surprise,none,28160,177
6652,processed,tess,YAF_south_sad.wav,tess/TESS Toronto emotional speech set data/YAF_sad/YAF_south_sad.wav,YAF,sad,Sad,none,34816,218
6653,processed,tess,YAF_sub_angry.wav,tess/TESS Toronto emotional speech set data/YAF_angry/YAF_sub_angry.wav,YAF,angry,Angry,none,31744,199
6654,processed,tess,YAF_sub_disgust.wav,tess/TESS Toronto emotional speech set data/YAF_disgust/YAF_sub_disgust.wav,YAF,disgust,Disgust,none,39424,247
6655,processed,tess,YAF_sub_fear.wav,tess/TESS Toronto emotional speech set data/YAF_fear/YAF_sub_fear.wav,YAF,fear,Fear,none,27136,170
6656,processed,tess,YAF_sub_happy.wav,tess/TESS Toronto emotional speech set data/YAF_happy/YAF_sub_happy.wav,YAF,happy,Happy,none,25998,163
6657,processed,tess,YAF_sub_neutral.wav,tess/TESS Toronto emotional speech set data/YAF_neutral/YAF_sub_neutral.wav,YAF,neutral,Neutral,none,30742,193
6658,processed,tess,YAF_sub_ps.wav,tess/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_sub_ps.wav,YAF,ps,Surprise,none,34937,219
6659,processed,tess,YAF_sub_sad.wav,tess/TESS Toronto emotional speech set data/YAF_sad/YAF_sub_sad.wav,YAF,sad,Sad,none,35328,221
6660,processed,tess,YAF_such_angry.wav,tess/TESS Toronto emotional speech set data/YAF_angry/YAF_such_angry.wav,YAF,angry,Angry,none,33044,207
6661,processed,tess,YAF_such_disgust.wav,tess/TESS Toronto emotional speech set data/YAF_disgust/YAF_such_disgust.wav,YAF,disgust,Disgust,none,39424,247
6662,processed,tess,YAF_such_fear.wav,tess/TESS Toronto emotional speech set data/YAF_fear/YAF_such_fear.wav,YAF,fear,Fear,none,27409,172
6663,processed,tess,YAF_such_happy.wav,tess/TESS Toronto emotional speech set data/YAF_happy/YAF_such_happy.wav,YAF,happy,Happy,none,28160,177
6664,processed,tess,YAF_such_neutral.wav,tess/TESS Toronto emotional speech set data/YAF_neutral/YAF_such_neutral.wav,YAF,neutral,Neutral,none,31919,200
6665,processed,tess,YAF_such_ps.wav,tess/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_such_ps.wav,YAF,ps,Surprise,none,31744,199
6666,processed,tess,YAF_such_sad.wav,tess/TESS Toronto emotional speech set data/YAF_sad/YAF_such_sad.wav,YAF,sad,Sad,none,36339,228
6667,processed,tess,YAF_sure_angry.wav,tess/TESS Toronto emotional speech set data/YAF_angry/YAF_sure_angry.wav,YAF,angry,Angry,none,30469,191
6668,processed,tess,YAF_sure_disgust.wav,tess/TESS Toronto emotional speech set data/YAF_disgust/YAF_sure_disgust.wav,YAF,disgust,Disgust,none,36413,228
6669,processed,tess,YAF_sure_fear.wav,tess/TESS Toronto emotional speech set data/YAF_fear/YAF_sure_fear.wav,YAF,fear,Fear,none,23552,148
6670,processed,tess,YAF_sure_happy.wav,tess/TESS Toronto emotional speech set data/YAF_happy/YAF_sure_happy.wav,YAF,happy,Happy,none,24965,157
6671,processed,tess,YAF_sure_neutral.wav,tess/TESS Toronto emotional speech set data/YAF_neutral/YAF_sure_neutral.wav,YAF,neutral,Neutral,none,30088,189
6672,processed,tess,YAF_sure_ps.wav,tess/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_sure_ps.wav,YAF,ps,Surprise,none,33792,212
6673,processed,tess,YAF_sure_sad.wav,tess/TESS Toronto emotional speech set data/YAF_sad/YAF_sure_sad.wav,YAF,sad,Sad,none,33280,209
6674,processed,tess,YAF_take_angry.wav,tess/TESS Toronto emotional speech set data/YAF_angry/YAF_take_angry.wav,YAF,angry,Angry,none,33280,209
6675,processed,tess,YAF_take_disgust.wav,tess/TESS Toronto emotional speech set data/YAF_disgust/YAF_take_disgust.wav,YAF,disgust,Disgust,none,31744,199
6676,processed,tess,YAF_take_fear.wav,tess/TESS Toronto emotional speech set data/YAF_fear/YAF_take_fear.wav,YAF,fear,Fear,none,26832,168
6677,processed,tess,YAF_take_happy.wav,tess/TESS Toronto emotional speech set data/YAF_happy/YAF_take_happy.wav,YAF,happy,Happy,none,23040,145
6678,processed,tess,YAF_take_neutral.wav,tess/TESS Toronto emotional speech set data/YAF_neutral/YAF_take_neutral.wav,YAF,neutral,Neutral,none,29696,186
6679,processed,tess,YAF_take_ps.wav,tess/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_take_ps.wav,YAF,ps,Surprise,none,33792,212
6680,processed,tess,YAF_take_sad.wav,tess/TESS Toronto emotional speech set data/YAF_sad/YAF_take_sad.wav,YAF,sad,Sad,none,30208,189
6681,processed,tess,YAF_talk_angry.wav,tess/TESS Toronto emotional speech set data/YAF_angry/YAF_talk_angry.wav,YAF,angry,Angry,none,32256,202
6682,processed,tess,YAF_talk_disgust.wav,tess/TESS Toronto emotional speech set data/YAF_disgust/YAF_talk_disgust.wav,YAF,disgust,Disgust,none,35328,221
6683,processed,tess,YAF_talk_fear.wav,tess/TESS Toronto emotional speech set data/YAF_fear/YAF_talk_fear.wav,YAF,fear,Fear,none,27136,170
6684,processed,tess,YAF_talk_happy.wav,tess/TESS Toronto emotional speech set data/YAF_happy/YAF_talk_happy.wav,YAF,happy,Happy,none,25088,157
6685,processed,tess,YAF_talk_neutral.wav,tess/TESS Toronto emotional speech set data/YAF_neutral/YAF_talk_neutral.wav,YAF,neutral,Neutral,none,32768,205
6686,processed,tess,YAF_talk_ps.wav,tess/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_talk_ps.wav,YAF,ps,Surprise,none,29184,183
6687,processed,tess,YAF_talk_sad.wav,tess/TESS Toronto emotional speech set data/YAF_sad/YAF_talk_sad.wav,YAF,sad,Sad,none,33280,209
6688,processed,tess,YAF_tape_angry.wav,tess/TESS Toronto emotional speech set data/YAF_angry/YAF_tape_angry.wav,YAF,angry,Angry,none,37234,233
6689,processed,tess,YAF_tape_disgust.wav,tess/TESS Toronto emotional speech set data/YAF_disgust/YAF_tape_disgust.wav,YAF,disgust,Disgust,none,39936,250
6690,processed,tess,YAF_tape_fear.wav,tess/TESS Toronto emotional speech set data/YAF_fear/YAF_tape_fear.wav,YAF,fear,Fear,none,29184,183
6691,processed,tess,YAF_tape_happy.wav,tess/TESS Toronto emotional speech set data/YAF_happy/YAF_tape_happy.wav,YAF,happy,Happy,none,24576,154
6692,processed,tess,YAF_tape_neutral.wav,tess/TESS Toronto emotional speech set data/YAF_neutral/YAF_tape_neutral.wav,YAF,neutral,Neutral,none,31566,198
6693,processed,tess,YAF_tape_ps.wav,tess/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_tape_ps.wav,YAF,ps,Surprise,none,31106,195
6694,processed,tess,YAF_tape_sad.wav,tess/TESS Toronto emotional speech set data/YAF_sad/YAF_tape_sad.wav,YAF,sad,Sad,none,36650,230
6695,processed,tess,YAF_team_angry.wav,tess/TESS Toronto emotional speech set data/YAF_angry/YAF_team_angry.wav,YAF,angry,Angry,none,34760,218
6696,processed,tess,YAF_team_disgust.wav,tess/TESS Toronto emotional speech set data/YAF_disgust/YAF_team_disgust.wav,YAF,disgust,Disgust,none,39936,250
6697,processed,tess,YAF_team_fear.wav,tess/TESS Toronto emotional speech set data/YAF_fear/YAF_team_fear.wav,YAF,fear,Fear,none,28160,177
6698,processed,tess,YAF_team_happy.wav,tess/TESS Toronto emotional speech set data/YAF_happy/YAF_team_happy.wav,YAF,happy,Happy,none,30428,191
6699,processed,tess,YAF_team_neutral.wav,tess/TESS Toronto emotional speech set data/YAF_neutral/YAF_team_neutral.wav,YAF,neutral,Neutral,none,34545,216
6700,processed,tess,YAF_team_ps.wav,tess/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_team_ps.wav,YAF,ps,Surprise,none,29564,185
6701,processed,tess,YAF_team_sad.wav,tess/TESS Toronto emotional speech set data/YAF_sad/YAF_team_sad.wav,YAF,sad,Sad,none,35840,225
6702,processed,tess,YAF_tell_angry.wav,tess/TESS Toronto emotional speech set data/YAF_angry/YAF_tell_angry.wav,YAF,angry,Angry,none,34097,214
6703,processed,tess,YAF_tell_disgust.wav,tess/TESS Toronto emotional speech set data/YAF_disgust/YAF_tell_disgust.wav,YAF,disgust,Disgust,none,37179,233
6704,processed,tess,YAF_tell_fear.wav,tess/TESS Toronto emotional speech set data/YAF_fear/YAF_tell_fear.wav,YAF,fear,Fear,none,26624,167
6705,processed,tess,YAF_tell_happy.wav,tess/TESS Toronto emotional speech set data/YAF_happy/YAF_tell_happy.wav,YAF,happy,Happy,none,28030,176
6706,processed,tess,YAF_tell_neutral.wav,tess/TESS Toronto emotional speech set data/YAF_neutral/YAF_tell_neutral.wav,YAF,neutral,Neutral,none,35533,223
6707,processed,tess,YAF_tell_ps.wav,tess/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_tell_ps.wav,YAF,ps,Surprise,none,29479,185
6708,processed,tess,YAF_tell_sad.wav,tess/TESS Toronto emotional speech set data/YAF_sad/YAF_tell_sad.wav,YAF,sad,Sad,none,35328,221
6709,processed,tess,YAF_thin_angry.wav,tess/TESS Toronto emotional speech set data/YAF_angry/YAF_thin_angry.wav,YAF,angry,Angry,none,35252,221
6710,processed,tess,YAF_thin_disgust.wav,tess/TESS Toronto emotional speech set data/YAF_disgust/YAF_thin_disgust.wav,YAF,disgust,Disgust,none,40341,253
6711,processed,tess,YAF_thin_fear.wav,tess/TESS Toronto emotional speech set data/YAF_fear/YAF_thin_fear.wav,YAF,fear,Fear,none,25858,162
6712,processed,tess,YAF_thin_happy.wav,tess/TESS Toronto emotional speech set data/YAF_happy/YAF_thin_happy.wav,YAF,happy,Happy,none,28384,178
6713,processed,tess,YAF_thin_neutral.wav,tess/TESS Toronto emotional speech set data/YAF_neutral/YAF_thin_neutral.wav,YAF,neutral,Neutral,none,34284,215
6714,processed,tess,YAF_thin_ps.wav,tess/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_thin_ps.wav,YAF,ps,Surprise,none,29455,185
6715,processed,tess,YAF_thin_sad.wav,tess/TESS Toronto emotional speech set data/YAF_sad/YAF_thin_sad.wav,YAF,sad,Sad,none,36168,227
6716,processed,tess,YAF_third_angry.wav,tess/TESS Toronto emotional speech set data/YAF_angry/YAF_third_angry.wav,YAF,angry,Angry,none,33280,209
6717,processed,tess,YAF_third_disgust.wav,tess/TESS Toronto emotional speech set data/YAF_disgust/YAF_third_disgust.wav,YAF,disgust,Disgust,none,38400,241
6718,processed,tess,YAF_third_fear.wav,tess/TESS Toronto emotional speech set data/YAF_fear/YAF_third_fear.wav,YAF,fear,Fear,none,26062,163
6719,processed,tess,YAF_third_happy.wav,tess/TESS Toronto emotional speech set data/YAF_happy/YAF_third_happy.wav,YAF,happy,Happy,none,28435,178
